Run,Step,InCave,InMarket,InTown,Update,CurrentState
57,6,0,0,0,toTown,4
57,7,0,1,1,toTown,4
57,8,0,0,1,toTown,5
57,9,0,0,1,toCave,6
57,10,0,0,0,toCave,2
57,11,0,0,0,toCave,2
57,12,0,0,0,toCave,2
57,13,0,0,0,toCave,2
57,14,1,0,0,toCave,2
58,0,0,0,0,toMarket,0
58,1,0,0,0,toMarket,0
58,2,0,0,1,toMarket,1
58,3,0,1,1,toMarket,8
58,4,0,1,1,toMarket,5
58,5,0,1,1,toCave,6
58,6,0,0,0,toCave,2
58,7,0,0,0,toCave,2
58,8,1,0,0,toCave,2
58,9,0,0,0,toCave,2
58,10,1,0,0,toCave,2
58,11,1,0,0,toCave,2
58,12,1,0,0,toCave,2
58,13,1,0,0,toCave,2
58,14,1,0,0,toCave,2
59,0,0,0,0,toMarket,0
59,1,0,0,0,toMarket,0
59,2,0,0,0,toMarket,1
59,3,0,0,1,toTown,3
59,4,0,0,1,toTown,8
59,5,0,0,1,toMarket,8
59,6,0,0,1,toMarket,8
59,7,0,0,0,toMarket,8
59,8,1,1,1,toMarket,8
59,9,1,1,0,toMarket,8
59,10,0,1,1,toMarket,2
59,11,1,1,0,toMarket,2
59,12,1,0,0,toMarket,2
59,13,0,0,0,toMarket,2
59,14,0,0,1,toMarket,2
60,0,0,0,0,toMarket,0
60,1,0,0,0,toMarket,0
60,2,0,0,0,toMarket,1
60,3,0,0,1,toTown,3
60,4,0,0,1,toTown,8
60,5,0,0,1,toMarket,8
60,6,0,0,0,toMarket,8
60,7,0,0,0,toMarket,8
60,8,0,0,0,toMarket,8
60,9,0,0,0,toMarket,8
60,10,0,0,0,toMarket,8
60,11,0,1,0,toMarket,8
60,12,0,1,0,toMarket,5
60,13,0,0,0,toCave,6
60,14,1,0,0,toCave,2
61,0,0,0,0,toMarket,0
61,1,0,0,0,toMarket,0
61,2,0,0,0,toMarket,1
61,3,0,0,1,toTown,3
61,4,0,0,1,toTown,8
61,5,0,0,0,toMarket,8
61,6,0,1,0,toMarket,8
61,7,0,1,1,toMarket,5
61,8,0,0,0,toCave,6
61,9,0,0,0,toCave,2
61,10,1,0,0,toCave,2
61,11,1,0,0,toCave,2
61,12,0,0,0,toCave,2
61,0,0,0,0,toMarket,0
61,1,1,0,0,toMarket,0
61,13,1,0,0,toMarket,7
61,2,0,1,1,toMarket,2
61,14,0,1,1,toMarket,2
61,3,0,0,1,toMarket,2
62,0,0,0,0,toMarket,0
62,1,0,0,0,toMarket,0
62,2,0,1,0,toMarket,1
62,3,0,1,1,toMarket,4
62,4,0,1,1,toMarket,5
62,5,1,0,0,toCave,6
62,6,1,0,0,toCave,7
62,7,1,0,0,toCave,2
62,8,1,0,0,toCave,2
62,9,1,0,0,toCave,2
62,10,1,0,0,toCave,2
62,11,0,0,0,toCave,2
62,12,1,0,0,toCave,2
62,13,0,0,0,toCave,2
62,14,0,0,0,toCave,2
63,0,0,0,0,toMarket,0
63,1,0,0,0,toMarket,0
63,2,0,1,1,toMarket,1
63,3,0,1,1,toMarket,5
63,4,0,0,0,toCave,6
63,5,0,1,1,toCave,2
63,6,1,1,1,toCave,2
63,7,1,0,0,toCave,2
63,8,1,0,0,toCave,2
63,9,1,0,0,toCave,2
63,10,1,0,0,toCave,2
63,11,1,0,0,toCave,2
63,12,1,0,0,toCave,2
63,13,1,0,0,toCave,2
63,14,1,0,0,toCave,2
64,0,0,0,0,toMarket,0
64,1,0,0,0,toMarket,0
64,2,0,1,0,toMarket,1
64,3,0,0,0,toMarket,4
64,4,0,0,0,toTown,4
64,5,0,0,0,toTown,4
64,6,0,0,0,toTown,4
64,7,0,0,0,toTown,4
64,8,0,1,1,toTown,4
64,9,0,1,1,toTown,5
64,10,0,1,1,toCave,6
64,11,1,0,0,toCave,2
64,12,1,0,0,toCave,2
64,13,1,0,0,toCave,2
64,14,1,0,0,toCave,2
65,0,0,0,0,toMarket,0
65,1,0,0,0,toMarket,0
65,2,0,0,0,toMarket,1
65,3,0,0,0,toTown,3
65,4,0,0,1,toMarket,3
65,5,0,0,0,toMarket,8
65,6,0,0,0,toMarket,8
65,7,0,0,0,toMarket,8
65,8,0,1,1,toMarket,8
65,9,0,0,0,toMarket,5
65,10,1,0,0,toCave,6
65,11,1,0,0,toCave,7
65,12,0,0,0,toCave,2
65,13,0,0,0,toCave,2
65,14,1,0,0,toCave,2
66,0,0,0,0,toMarket,0
66,1,0,0,0,toMarket,0
66,2,0,1,1,toMarket,1
66,3,0,1,1,toMarket,5
66,4,0,1,1,toCave,6
66,5,0,1,1,toCave,2
66,6,0,1,0,toCave,2
66,7,1,1,0,toCave,2
66,8,1,0,0,toCave,2
66,9,1,0,0,toCave,2
66,10,0,0,0,toCave,2
66,11,1,0,0,toCave,2
66,12,1,0,0,toCave,2
66,13,1,0,0,toCave,2
66,14,1,0,0,toCave,2
67,0,0,0,0,toMarket,0
67,1,0,0,0,toMarket,0
67,2,0,1,1,toMarket,1
67,3,0,1,1,toMarket,5
67,4,0,0,0,toCave,6
67,5,0,0,0,toCave,2
67,6,1,1,1,toCave,2
67,7,1,1,1,toCave,2
67,8,0,0,0,toCave,2
67,9,1,0,0,toCave,2
67,10,1,0,0,toCave,2
67,11,0,0,0,toCave,2
67,12,1,0,0,toCave,2
67,13,1,1,1,toCave,2
67,14,0,0,1,toCave,2
68,0,0,0,0,toMarket,0
68,1,0,0,0,toMarket,0
68,2,0,1,1,toMarket,1
68,3,0,1,1,toMarket,5
68,4,0,0,0,toCave,6
68,5,1,1,0,toCave,2
68,6,0,0,0,toCave,2
68,7,0,0,0,toCave,2
68,8,0,0,0,toCave,2
68,9,1,0,0,toCave,2
68,10,0,0,0,toCave,2
68,11,1,0,0,toCave,2
68,12,0,0,0,toCave,2
68,13,1,0,0,toCave,2
68,14,1,0,0,toCave,2
69,0,0,0,0,toMarket,0
69,1,0,0,0,toMarket,0
69,2,0,1,1,toMarket,1
69,3,0,1,1,toMarket,5
69,4,1,0,0,toCave,6
69,5,1,0,0,toCave,7
69,6,1,0,0,toCave,2
69,7,1,0,0,toCave,2
69,8,1,0,0,toCave,2
69,9,1,0,0,toCave,2
69,10,1,0,0,toCave,2
69,11,1,0,0,toCave,2
69,12,0,0,0,toCave,2
69,13,1,0,0,toCave,2
69,14,1,0,0,toCave,2
70,0,0,0,0,toMarket,0
70,1,0,0,0,toMarket,0
70,2,0,1,1,toMarket,1
70,3,0,1,1,toMarket,5
70,4,0,1,1,toCave,6
70,5,0,1,1,toCave,2
70,6,1,0,0,toCave,2
70,7,1,0,0,toCave,2
70,8,0,0,1,toCave,2
70,9,1,0,0,toCave,2
70,10,1,0,0,toCave,2
70,11,0,0,0,toCave,2
70,12,1,0,0,toCave,2
70,13,0,0,0,toCave,2
70,14,0,0,0,toCave,2
71,0,0,0,0,toMarket,0
71,1,0,0,0,toMarket,0
71,2,0,1,0,toMarket,1
71,3,0,1,1,toMarket,4
71,4,0,0,0,toMarket,5
71,5,0,1,1,toCave,6
71,6,1,0,0,toCave,2
71,7,1,0,0,toCave,2
71,8,0,0,0,toCave,2
71,9,1,0,0,toCave,2
71,10,1,0,0,toCave,2
71,11,1,0,0,toCave,2
71,12,1,0,0,toCave,2
71,13,1,0,0,toCave,2
71,14,1,0,0,toCave,2
72,0,0,0,0,toMarket,0
72,1,0,0,0,toMarket,0
72,2,0,1,1,toMarket,1
72,3,0,1,1,toMarket,5
72,4,0,1,1,toCave,6
72,5,0,1,1,toCave,2
72,6,1,0,0,toCave,2
72,7,1,0,0,toCave,2
72,8,1,0,0,toCave,2
72,9,1,0,0,toCave,2
72,10,1,0,0,toCave,2
72,11,1,0,0,toCave,2
72,12,1,0,0,toCave,2
72,13,1,0,0,toCave,2
72,14,1,0,0,toCave,2
73,0,0,0,0,toMarket,0
73,1,0,0,0,toMarket,0
73,2,0,1,1,toMarket,1
73,3,0,1,1,toMarket,5
73,4,0,0,0,toCave,6
73,5,1,0,0,toCave,2
73,6,1,0,0,toCave,2
73,7,1,0,0,toCave,2
73,8,1,0,0,toCave,2
73,9,1,0,0,toCave,2
73,10,1,0,0,toCave,2
73,11,1,0,0,toCave,2
73,12,1,0,0,toCave,2
73,13,1,0,0,toCave,2
73,14,1,0,0,toCave,2
74,0,0,0,0,toMarket,0
74,1,0,0,0,toMarket,0
74,2,0,1,0,toMarket,1
74,3,0,0,0,toMarket,4
74,4,0,0,0,toTown,4
74,5,0,1,1,toTown,4
74,6,0,0,0,toTown,5
74,7,1,0,0,toCave,6
74,8,1,0,0,toCave,7
74,9,1,0,0,toCave,2
74,10,1,0,0,toCave,2
74,11,1,0,0,toCave,2
74,12,1,0,0,toCave,2
74,13,1,0,0,toCave,2
74,14,1,0,0,toCave,2
75,0,0,0,0,toMarket,0
75,1,0,0,0,toMarket,0
75,2,0,0,0,toMarket,1
75,3,0,0,0,toTown,3
75,4,0,0,0,toMarket,3
75,5,0,1,0,toMarket,3
75,6,0,1,1,toMarket,4
75,7,0,1,1,toMarket,5
75,0,0,0,0,toMarket,0
75,0,0,0,0,toMarket,0
75,0,0,0,0,toMarket,0
